filename,set,reltype,connspan,conn_raw,conn_uttid,x2,x3,conn1,conn2,rs1,rs2,x5,x6,x7,arg1raw,arg1span,arg1_uttid,x9,x10,x11,arg2raw,arg2span,arg2_uttid,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,incomplete,relstart,EN_conn_utt,NP_conn_utt,EN_arg1_utt,EN_arg2_utt,Arg1_RawText,Arg2_RawText,EN_conn_utt_span,EN_arg1_utt_span,EN_arg2_utt_span,Arg1_SpanList,Arg2_SpanList,NP_conn_utt_span,Relation,Conn1,Conn2,ConnHeadSemClass1,Conn2SemClass1,ConnHeadSemClass2,Conn2SemClass2,Arg1_RawText,Arg2_RawText,Arg1_FirstSpanStart,Arg2_FirstSpanStart,FullRawText
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,more specifically,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,But ours is cable jointers.,1436..1463,IBA_15_Electrician_MG__24,,,,"We are the ones who bring RMU, we are the ones who mount uh... transformers in the university.",1466..1560,IBA_15_Electrician_MG__25,,,,,,,,,,,,,Null,1436,,,But ours is cable jointers.,"We are the ones who bring RMU, we are the ones who mount uh... transformers in the university.",But our own na cable jointer.,"Na we dey bring RMU, na we dey mount eh transformer for university.",,1436..1463,1466..1560,1440..1469,1472..1539,,Implicit,more specifically,,Expansion.Level-of-detail.Arg2-as-detail,,,,But ours is cable jointers.,"We bring RMU, we mount uh... transformers in the university.",1440,1472,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 98, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,in other words,0,Expansion.Equivalence,,,,,"We are the ones who bring RMU, we are the ones who mount uh... transformers in the university.",1466..1560,IBA_15_Electrician_MG__25,,,,"Every high, high tension that we do, it's our section that's doing it.",1563..1633,IBA_15_Electrician_MG__26,,,,,,,,,,,,,Null,1466,,,"We are the ones who bring RMU, we are the ones who mount uh... transformers in the university.","Every high, high tension that we do, it's our section that's doing it.","Na we dey bring RMU, na we dey mount eh transformer for university.","Every high, high tension wey we dey do, na our section na im dey do am.",,1466..1560,1563..1633,1472..1539,1542..1613,,Implicit,in other words,,Expansion.Equivalence,,,,"We bring RMU, we mount uh... transformers in the university.","Every high, high tension that we do, it's our section that's doing it.",1472,1542,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 99, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,in sum,0,Expansion.Instantiation.Arg1-as-instance,,,,,"Every high, high tension that we do, it's our section that's doing it.",1563..1633,IBA_15_Electrician_MG__26,,,,We're the ones doing everything.,1636..1668,IBA_15_Electrician_MG__27,,,,,,,,,,,,,Null,1563,,,"Every high, high tension that we do, it's our section that's doing it.",We're the ones doing everything.,"Every high, high tension wey we dey do, na our section na im dey do am.",Na we dey do everytin.,,1563..1633,1636..1668,1542..1613,1616..1638,,Implicit,in sum,,Expansion.Instantiation.Arg1-as-instance,,,,"Every high, high tension that we do, it's our section that's doing it.",We are the ones doing everything.,1542,1616,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 100, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,We're the ones doing everything.,1636..1668,IBA_15_Electrician_MG__27,,,,"Apart from that, we can do house wiring.",1671..1711,IBA_15_Electrician_MG__28,,,,,,,,,,,,,Null,1636,,,We're the ones doing everything.,"Apart from that, we can do house wiring.",Na we dey do everytin.,"Apart from dat, we can do wiring house.",,1636..1668,1671..1711,1616..1638,1641..1680,,Implicit,and,,Expansion.Conjunction,,,,We are the ones doing everything.,"Apart from that, we can do wiring houses.",1616,1641,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 101, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,in sum,0,Expansion.Instantiation.Arg1-as-instance,,,,,"But in our own section here, it's only the laying of cables, connection of transformers, connection of uh... RMU.",1714..1827,IBA_15_Electrician_MG__29,,,,That‚Äôs all we're doing in our own section here.,1830..1877,IBA_15_Electrician_MG__30,,,,,,,,,,,,,Null,1714,,,"But in our own section here, it's only the laying of cables, connection of transformers, connection of uh... RMU.",That‚Äôs all we're doing in our own section here.,"But for our own section here, it's only laying cable, connect transformer, connect eh RMU.",Na only dat one we dey do for our own here.,,1714..1827,1830..1877,1683..1773,1776..1819,,Implicit,in sum,,Expansion.Instantiation.Arg1-as-instance,,,,"But in our own section here, it's only the laying cable, connect transformers, connect uh... RMU.",: We're only doing that in our own section here.,1683,1776,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 102, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,more specifically,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,That‚Äôs all we're doing in our own section here.,1830..1877,IBA_15_Electrician_MG__30,,,,"In this section, at least, we have three sections... two... or two.",1880..1947,IBA_15_Electrician_MG__31,,,,,,,,,,,,,Null,1830,,,That‚Äôs all we're doing in our own section here.,"In this section, at least, we have three sections... two... or two.",Na only dat one we dey do for our own here.,"For dis section, at least, we get three section, two, or two.",,1830..1877,1880..1947,1776..1819,1822..1883,,Implicit,more specifically,,Expansion.Level-of-detail.Arg2-as-detail,,,,: We're only doing that in our own section here.,"In this section, at least, we have three sections... two... or two.",1776,1822,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 103, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,specifically,for instance,Expansion.Level-of-detail.Arg2-as-detail,Expansion.Instantiation.Arg2-as-instance,,,,"In this section, at least, we have three sections... two... or two.",1880..1947,IBA_15_Electrician_MG__31,,,,Uh... there is rewinding.,1950..1975,IBA_15_Electrician_MG__32,,,,,,,,,,,,,Null,1880,,,"In this section, at least, we have three sections... two... or two.",Uh... there is rewinding.,"For dis section, at least, we get three section, two, or two.","En rewinding, e dey.",,1880..1947,1950..1975,1822..1883,1886..1906,,Implicit,for example,,Expansion.Instantiation.Arg2-as-instance,,,,"In this section, at least, we have three sections... two... or two.","En rewinding, it's...",1822,1886,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 104, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,0,0,Reformulation,,,,,We should...,1989..2001,IBA_15_Electrician_MG__34,,,,"We have ones who are re-... repairing transformers, we ones who connect transformers.",2004..2089,IBA_15_Electrician_MG__35,,,,,,,,,,,,,arg1-incomplete,1989,,,We should...,"We have ones who are re-... repairing transformers, we ones who connect transformers.",Mey...,"Dose who dey re-... repair transformer, e dey, dose who dey connect transformer, e dey.",,1989..2001,2004..2089,1921..1927,1930..2017,,Implicit,,,reformulation,,,,We should...,"Those who are re-... repairing transformers, are... those who connect transformers.",1921,1930,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 105, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,"But in our section here, I am the station head, I am the overall boss in this section, who runs this place.",2092..2199,IBA_15_Electrician_MG__36,,,,We're the ones who mount all these places.,2202..2244,IBA_15_Electrician_MG__37,,,,,,,,,,,,,Null,2092,,,"But in our section here, I am the station head, I am the overall boss in this section, who runs this place.",We're the ones who mount all these places.,"But for our section here, I be stational head, I be di oga patapata for dis section wey dey do dis place.",Na we dey mount all dis place.,,2092..2199,2202..2244,2020..2125,2128..2158,,Implicit,and,,Expansion.Conjunction,,,,"But in our section here, I am the station head, I am the overall boss in this section, who runs this place.",We're the ones who mount all these places.,2020,2128,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 106, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,in sum,0,Expansion.Level-of-detail.Arg1-as-detail,,,,,"If an... if they bring a form saying that there... it... see, there is a pro-... problem there, he will bring the form, we will fill it out, we will pass it on to our overall boss who will go and do the wor-... send us to s-... to go out, to uh... go and do the work.",2260..2527,IBA_15_Electrician_MG__39,,,,That's how we do it here.,2530..2555,IBA_15_Electrician_MG__40,,,,,,,,,,,,,Null,2260,,,"If an... if they bring a form saying that there... it... see, there is a pro-... problem there, he will bring the form, we will fill it out, we will pass it on to our overall boss who will go and do the wor-... send us to s-... to go out, to uh... go and do the work.",That's how we do it here.,"If an, if de bring form say de, e see dere is a pro-... problem dere, e go bring di form, we go fill am, we go pass am to our oga patapata for up wey e go go do di wor-... send us to s-... to go out, to eh go and do di work.",Na so we dey do here.,,2260..2527,2530..2555,2173..2397,2400..2421,,Implicit,in sum,,Expansion.Level-of-detail.Arg1-as-detail,,,,"If an... if they bring a form saying that there... see, there is a pro-... problem there, he will bring the form, we will fill it out, we will pass it to our overall boss who will go and do the wor-... send us to s-... to go out, to uh... go and do the work.",: That's how we do it here.,2173,2400,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 107, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,That's how we do it here.,2530..2555,IBA_15_Electrician_MG__40,,,,"For any other problem that comes up, first of all you'll fill out papers stating that there's a problem in this section, they want them... these people to come and do the repairs, before we can go.",2558..2755,IBA_15_Electrician_MG__41,,,,,,,,,,,,,Null,2530,,,That's how we do it here.,"For any other problem that comes up, first of all you'll fill out papers stating that there's a problem in this section, they want them... these people to come and do the repairs, before we can go.",Na so we dey do here.,"Any oda problem wey e dey, you will first of all fill paper say problem dey o for dis section o, de want dem, dis people to come, and do di repair, before we can go.",,2530..2555,2558..2755,2400..2421,2424..2589,,Implicit,and,,Expansion.Conjunction,,,,: That's how we do it here.,"When any other problem comes up, first of all you'll fill out papers stating that there's a problem in this section, they want them... these people to come and do the repairs, before we can go.",2400,2424,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 108, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,because,0,Contingency.Cause.Reason,,,,,It's because the boss has given instructions that we should not pass... go beyond his... our boundaries.,2758..2862,IBA_15_Electrician_MG__42,,,,We're the ones doing all these things.,2865..2903,IBA_15_Electrician_MG__43,,,,,,,,,,,,,Null,2758,,,It's because the boss has given instructions that we should not pass... go beyond his... our boundaries.,We're the ones doing all these things.,"It'S because oga don put instruction down sey we should not pass, go beyond im, our boundary.","All dis tin, na we dey do.",,2758..2862,2865..2903,2592..2685,2688..2714,,Implicit,because,,Contingency.Cause.Reason,,,,It's because the boss has given instructions that we should not pass... go beyond his... our boundaries.,We're the ones doing all these things.,2592,2688,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 109, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,specifically,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,We're the ones doing all these things.,2865..2903,IBA_15_Electrician_MG__43,,,,"Uh... those who are under me, we're at least... we are... we're up to ten, or fifteen.",2906..2992,IBA_15_Electrician_MG__44,,,,,,,,,,,,,Null,2865,,,We're the ones doing all these things.,"Uh... those who are under me, we're at least... we are... we're up to ten, or fifteen.","All dis tin, na we dey do.","Eh dose who dey for under me, we're at least, we are, we up to ten, or to fifteen.",,2865..2903,2906..2992,2688..2714,2717..2799,,Implicit,more specifically,,Expansion.Level-of-detail.Arg2-as-detail,,,,We're the ones doing all these things.,"Uh... those who are under me, we're at least... we are... we're up to ten, or fifteen.",2688,2717,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 110, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,"Uh... those who are under me, we're at least... we are... we're up to ten, or fifteen.",2906..2992,IBA_15_Electrician_MG__44,,,,"We have uh... ones who do nights, afternoons, and mornings.",2995..3054,IBA_15_Electrician_MG__45,,,,,,,,,,,,,Null,2906,,,"Uh... those who are under me, we're at least... we are... we're up to ten, or fifteen.","We have uh... ones who do nights, afternoons, and mornings.","Eh dose who dey for under me, we're at least, we are, we up to ten, or to fifteen.","We have eh dose who dey do nights, afternoon, morning.",,2906..2992,2995..3054,2717..2799,2802..2856,,Implicit,and,,Expansion.Conjunction,,,,"Uh... those who are under me, we're at least... we are... we're up to ten, or fifteen.","We have uh... ones who do nights, afternoons, and mornings.",2717,2802,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 111, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,in sum,0,Expansion.Level-of-detail.Arg1-as-detail,,,,,"We have uh... ones who do nights, afternoons, and mornings.",2995..3054,IBA_15_Electrician_MG__45,,,,That is how we do... divided them up to do the work.,3057..3109,IBA_15_Electrician_MG__46,,,,,,,,,,,,,Null,2995,,,"We have uh... ones who do nights, afternoons, and mornings.",That is how we do... divided them up to do the work.,"We have eh dose who dey do nights, afternoon, morning.","That is how we do, divided dem sey make de dey do work.",,2995..3054,3057..3109,2802..2856,2859..2914,,Implicit,in sum,,Expansion.Level-of-detail.Arg1-as-detail,,,,"We have uh... ones who do nights, afternoons, and mornings.",That's how we do... divided them up to do the work.,2802,2859,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 112, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,for example,0,Expansion.Instantiation.Arg2-as-instance,,,,,That is how we do... divided them up to do the work.,3057..3109,IBA_15_Electrician_MG__46,,,,"Those s-... the people who are on night shift now, they were here early in the morning.",3112..3199,IBA_15_Electrician_MG__47,,,,,,,,,,,,,Null,3057,,,That is how we do... divided them up to do the work.,"Those s-... the people who are on night shift now, they were here early in the morning.","That is how we do, divided dem sey make de dey do work.","Dose s-... di people wey dey night now, de dey here early morning.",,3057..3109,3112..3199,2859..2914,2917..2983,,Implicit,so,for example,Contingency.Cause.Result,Expansion.Instantiation.Arg2-as-instance,,,That's how we do... divided them up to do the work.,"Those s-... the people who are on night shift now, they are here early in the morning.",2859,2917,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 113, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,in other words,0,Expansion.Equivalence,,,,,"Those s-... the people who are on night shift now, they were here early in the morning.",3112..3199,IBA_15_Electrician_MG__47,,,,They're here with us.,3202..3223,IBA_15_Electrician_MG__48,,,,,,,,,,,,,Null,3112,,,"Those s-... the people who are on night shift now, they were here early in the morning.",They're here with us.,"Dose s-... di people wey dey night now, de dey here early morning.",De dey with us here.,,3112..3199,3202..3223,2917..2983,2986..3006,,Implicit,in other words,,Expansion.Equivalence,,,,"Those s-... the people who are on night shift now, they are here early in the morning.",: They're here with us.,2917,2986,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 114, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,They're here with us.,3202..3223,IBA_15_Electrician_MG__48,,,,"Some people, they are regular.",3226..3256,IBA_15_Electrician_MG__49,,,,,,,,,,,,,Null,3202,,,They're here with us.,"Some people, they are regular.",De dey with us here.,"Some people, we dey do regular.",,3202..3223,3226..3256,2986..3006,3009..3040,,Implicit,and,,Expansion.Conjunction,,,,: They're here with us.,"Some people, they do regular.",2986,3009,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 115, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,0,0,Reformulation,,,,,"Regular, is what this...",3259..3283,IBA_15_Electrician_MG__50,,,,That's how we do it here.,3286..3311,IBA_15_Electrician_MG__51,,,,,,,,,,,,,arg1-incomplete,3259,,,"Regular, is what this...",That's how we do it here.,"Regular, na im dis...",Everyday!,,3259..3283,3286..3311,3043..3064,3067..3076,,Implicit,,,reformulation,,,,"Regular, is what this...",Everyday!,3043,3067,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 116, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,so,in other words,Contingency.Cause.Result,Expansion.Equivalence,,,,That's how we do it here.,3286..3311,IBA_15_Electrician_MG__51,,,,We come everyday.,3314..3331,IBA_15_Electrician_MG__52,,,,,,,,,,,,,Null,3286,,,That's how we do it here.,We come everyday.,Everyday!,We dey come everyday.,,3286..3311,3314..3331,3067..3076,3079..3100,,Implicit,indeed,,Expansion.Equivalence,,,,Everyday!,We come everyday.,3067,3079,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 117, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,We come everyday.,3314..3331,IBA_15_Electrician_MG__52,,,,No shifting for that group of people.,3334..3371,IBA_15_Electrician_MG__53,,,,,,,,,,,,,Null,3314,,,We come everyday.,No shifting for that group of people.,We dey come everyday.,No shifting for dat people.,,3314..3331,3334..3371,3079..3100,3103..3130,,Implicit,and,,Expansion.Conjunction,,,,We come everyday.,: No shifting for that group of people.,3079,3103,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 118, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,so,0,Contingency.Cause.Result,,,,,No shifting for that group of people.,3334..3371,IBA_15_Electrician_MG__53,,,,"The ones on morning shift, they'll come in the morning.",3374..3429,IBA_15_Electrician_MG__54,,,,,,,,,,,,,Null,3334,,,No shifting for that group of people.,"The ones on morning shift, they'll come in the morning.",No shifting for dat people.,"Dose who dey do morning, de go come in di morning.",,3334..3371,3374..3429,3103..3130,3133..3183,,Implicit,in other words,so,Expansion.Equivalence,Contingency.Cause.Result,,,: No shifting for that group of people.,"Those who do morning shift, they will come in the morning.",3103,3133,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 119, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,"The ones on morning shift, they'll come in the morning.",3374..3429,IBA_15_Electrician_MG__54,,,,"When it's two o'clock, they'll leave work.",3432..3474,IBA_15_Electrician_MG__55,,,,,,,,,,,,,Null,3374,,,"The ones on morning shift, they'll come in the morning.","When it's two o'clock, they'll leave work.","Dose who dey do morning, de go come in di morning.","When it is two o'clock, de leave di work.",,3374..3429,3432..3474,3133..3183,3186..3227,,Implicit,then,,Temporal.Asynchronous.Precedence,,,,"Those who do morning shift, they will come in the morning.","When it's two o clock, they'll leave work.",3133,3186,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 120, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,"When it's two o'clock, they'll leave work.",3432..3474,IBA_15_Electrician_MG__55,,,,They go back to their place to s-... sleep.,3477..3520,IBA_15_Electrician_MG__56,,,,,,,,,,,,,Null,3432,,,"When it's two o'clock, they'll leave work.",They go back to their place to s-... sleep.,"When it is two o'clock, de leave di work.",De go back to their place wey dem dey s-... sleep.,,3432..3474,3477..3520,3186..3227,3230..3280,,Implicit,then,,Temporal.Asynchronous.Precedence,,,,"When it's two o clock, they'll leave work.",They went back to their place to s-... sleep.,3186,3230,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 121, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,But the ones on the afternoon shift will come back by two.,3523..3581,IBA_15_Electrician_MG__57,,,,They will close by nine.,3584..3608,IBA_15_Electrician_MG__58,,,,,,,,,,,,,Null,3523,,,But the ones on the afternoon shift will come back by two.,They will close by nine.,But dose who dey afternoon go come back by two.,De will close by nine.,,3523..3581,3584..3608,3283..3330,3333..3355,,Implicit,then,,Temporal.Asynchronous.Precedence,,,,But the ones on the afternoon shift will come back by two.,"Toward them, they will close by nine.",3283,3333,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 122, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,They will close by nine.,3584..3608,IBA_15_Electrician_MG__58,,,,"After nine, the ones who do... are on the night shift, they will take over for them from... to, to the other day, the second day... morning, because before the morning, people will come to take over for them.",3611..3819,IBA_15_Electrician_MG__59,,,,,,,,,,,,,Null,3584,,,They will close by nine.,"After nine, the ones who do... are on the night shift, they will take over for them from... to, to the other day, the second day... morning, because before the morning, people will come to take over for them.",De will close by nine.,"After nine, dose who do, dey for night, de will take over from dem from, to, to di oda day, di second day, morning because before di morning people come take over from dem.",,3584..3608,3611..3819,3333..3355,3358..3530,,Implicit,then,,Temporal.Asynchronous.Precedence,,,,"Toward them, they will close by nine.","After nine, those who do... are on the night shift, they will take over from them from... to, to the other day, the second day, because before the morning, people will take over from them.",3333,3358,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 123, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,in sum,0,Expansion.Level-of-detail.Arg1-as-detail,,,,,"After nine, the ones who do... are on the night shift, they will take over for them from... to, to the other day, the second day... morning, because before the morning, people will come to take over for them.",3611..3819,IBA_15_Electrician_MG__59,,,,That is how we do our work here.,3822..3854,IBA_15_Electrician_MG__60,,,,,,,,,,,,,Null,3611,,,"After nine, the ones who do... are on the night shift, they will take over for them from... to, to the other day, the second day... morning, because before the morning, people will come to take over for them.",That is how we do our work here.,"After nine, dose who do, dey for night, de will take over from dem from, to, to di oda day, di second day, morning because before di morning people come take over from dem.",Dat is how we dey work our work here.,,3611..3819,3822..3854,3358..3530,3533..3570,,Implicit,in sum,,Expansion.Level-of-detail.Arg1-as-detail,,,,"After nine, those who do... are on the night shift, they will take over from them from... to, to the other day, the second day, because before the morning, people will take over from them.",: That is how we do our work here.,3358,3533,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 124, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,That is how we do our work here.,3822..3854,IBA_15_Electrician_MG__60,,,,No.,3857..3860,IBA_15_Electrician_MG__61,,,,,,,,,,,,,Null,3822,,,That is how we do our work here.,No.,Dat is how we dey work our work here.,No.,,3822..3854,3857..3860,3533..3570,3573..3576,,Implicit,and,,Expansion.Conjunction,,,,: That is how we do our work here.,No.,3533,3573,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 125, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,that is,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,No.,3857..3860,IBA_15_Electrician_MG__61,,,,We don‚Äôt collect money!,3863..3886,IBA_15_Electrician_MG__62,,,,,,,,,,,,,Null,3857,,,No.,We don‚Äôt collect money!,No.,We no dey collect money o.,,3857..3860,3863..3886,3573..3576,3579..3605,,Implicit,that is,,Expansion.Level-of-detail.Arg2-as-detail,,,,No.,: We don’t collect money!,3573,3579,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 126, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,because,instead,Contingency.Cause.Reason,Expansion.Substitution.Arg2-as-subst,,,,We don‚Äôt collect money!,3863..3886,IBA_15_Electrician_MG__62,,,,"We only collect our salary here which yeah, the Federal Government gives us.",3889..3965,IBA_15_Electrician_MG__63,,,,,,,,,,,,,Null,3863,,,We don‚Äôt collect money!,"We only collect our salary here which yeah, the Federal Government gives us.",We no dey collect money o.,Na only salary we dey collect here wey yeah di Federal Government dey give us.,,3863..3886,3889..3965,3579..3605,3608..3686,,Implicit,instead,more specifically,Contingency.Cause.Reason,Expansion.Level-of-detail.Arg2-as-detail,,,: We don’t collect money!,"Those of us who collect only money here which yeah, the Federal Government gives us.",3579,3608,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 127, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,so,0,Contingency.Cause.Result,,,,,"We only collect our salary here which yeah, the Federal Government gives us.",3889..3965,IBA_15_Electrician_MG__63,,,,"If we go to work in a house, for instance in your house, we will not collect payment from you.",3968..4062,IBA_15_Electrician_MG__64,,,,,,,,,,,,,Null,3889,,,"We only collect our salary here which yeah, the Federal Government gives us.","If we go to work in a house, for instance in your house, we will not collect payment from you.",Na only salary we dey collect here wey yeah di Federal Government dey give us.,"If we go work for house sef, for your house now, we no go collect kobo for you.",,3889..3965,3968..4062,3608..3686,3689..3768,,Implicit,so,,Contingency.Cause.Result,,,,"Those of us who collect only money here which yeah, the Federal Government gives us.","Even if we go to work in a house, in your house, we won't collect payment from you.",3608,3689,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 128, dtype: object"
IBA_15_Electrician_MG.txt,test,Implicit,,,,,,so,0,Contingency.Cause.Result,,,,,Because it is our pol-... nai-... du-... call... duty to do the work for you.,4065..4142,IBA_15_Electrician_MG__65,,,,"He doesn‚Äôt collect money, he doesn‚Äôt collect money.",4145..4196,IBA_15_Electrician_MG__66,,,,,,,,,,,,,Null,4065,,,Because it is our pol-... nai-... du-... call... duty to do the work for you.,"He doesn‚Äôt collect money, he doesn‚Äôt collect money.","Because it is our pol-... nai-... du-... call, duty to do di work for you.","E no dey collect money, e no dey collect ego.",,4065..4142,4145..4196,3771..3845,3848..3893,,Implicit,so,,Contingency.Cause.Result,,,,Because it is our pol-... nai-... du-... call... duty to do the work for you.,"He doesn't collect money, he doesn't collect money.",3771,3848,"Arg1_RawText    NaN
Arg1_RawText    NaN
Arg2_RawText    NaN
Arg2_RawText    NaN
Name: 129, dtype: object"
