filename,set,reltype,connspan,conn_raw,conn_uttid,x2,x3,conn1,conn2,rs1,rs2,x5,x6,x7,arg1raw,arg1span,arg1_uttid,x9,x10,x11,arg2raw,arg2span,arg2_uttid,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,incomplete,relstart,EN_conn_utt,NP_conn_utt,EN_arg1_utt,EN_arg2_utt,Arg1_RawText,Arg2_RawText,EN_conn_utt_span,EN_arg1_utt_span,EN_arg2_utt_span,Arg1_SpanList,Arg2_SpanList,NP_conn_utt_span,Relation,Conn1,Conn2,NP_rs1,NP_rs2,ConnHeadSemClass1,Conn2SemClass1,Arg1_FirstSpanStart,Arg2_FirstSpanStart,FullRawText,FileNumber,Section,Conn2SemClass2,ConnHeadSemClass2
BEN_14_BronzeFM-News_MG.txt,train,Implicit,,,,,,specifically,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,"Mr Omogbai said this while he was talking to Radio Nigeria during this year's International Museum Day, which was held on the eighteenth of May.",814..958,BEN_14_BronzeFM-News_MG__8,,,,Mr Omogbai said that Nigerian people don't visit museums.,961..1018,BEN_14_BronzeFM-News_MG__9,,,,,,,,,,,,,Null,814,,,"Mr Omogbai said this while he was talking to Radio Nigeria during this year's International Museum Day, which was held on the eighteenth of May.",Mr Omogbai said that Nigerian people don't visit museums.,Oga Omogbai talk dis one di time e dey talk to Radio Nigeria for dis year International Museum Day wey dem do for May eighteenth.,"Oga Omogbai wey con fit talk sey people for Nigeria, dem no dey patronise museum o.",,814..958,961..1018,819..948,951..1034,,,,,,,,,814,961,"Oga Omogbai talk dis one di time e dey talk to Radio Nigeria for dis year International Museum Day wey dem do for May eighteenth. Oga Omogbai wey con fit talk sey people for Nigeria, dem no dey patronise museum o.",2445,22,,
BEN_14_BronzeFM-News_MG.txt,train,Implicit,,,,,,as a result,0,Contingency.Cause.Result,,,,,Mr Omogbai said that Nigerian people don't visit museums.,961..1018,BEN_14_BronzeFM-News_MG__9,,,,"That's what is causing the poor economic situation of the tourism sector in Nigeria, unlike other countries.",1021..1129,BEN_14_BronzeFM-News_MG__10,,,,,,,,,,,,,Null,961,,,Mr Omogbai said that Nigerian people don't visit museums.,"That's what is causing the poor economic situation of the tourism sector in Nigeria, unlike other countries.","Oga Omogbai wey con fit talk sey people for Nigeria, dem no dey patronise museum o.",Sey na wetin be sey dey cause di poor economic matter for tourism sector for Nigeria unlike other countries.,,961..1018,1021..1129,951..1034,1037..1145,,,,,,,,,961,1021,"Oga Omogbai wey con fit talk sey people for Nigeria, dem no dey patronise museum o. Sey na wetin be sey dey cause di poor economic matter for tourism sector for Nigeria unlike other countries.",2446,22,,
BEN_14_BronzeFM-News_MG.txt,train,EntRel,,,,,,0,0,,,,,,"That's what is causing the poor economic situation of the tourism sector in Nigeria, unlike other countries.",1021..1129,BEN_14_BronzeFM-News_MG__10,,,,"The National President of the Nigerian Union of Women Journalists (NAWOJ), Comrade Ifeyinwa Omowole, called on women to be at the forefront in the socioeconomic development of the country.",1132..1320,BEN_14_BronzeFM-News_MG__11,,,,,,,,,,,,,Null,1021,,,"That's what is causing the poor economic situation of the tourism sector in Nigeria, unlike other countries.","The National President of the Nigerian Union of Women Journalists (NAWOJ), Comrade Ifeyinwa Omowole, called on women to be at the forefront in the socioeconomic development of the country.",Sey na wetin be sey dey cause di poor economic matter for tourism sector for Nigeria unlike other countries.,"National President Nigerian Union of Women Journalists, NAWOJ, Comrade Ifeyinwa Omowole, e don call on women to dey di forefront for di socioeconomic development of di country.",,1021..1129,1132..1320,1037..1145,1148..1324,,,,,,,,,1021,1132,"Sey na wetin be sey dey cause di poor economic matter for tourism sector for Nigeria unlike other countries. National President Nigerian Union of Women Journalists, NAWOJ, Comrade Ifeyinwa Omowole, e don call on women to dey di forefront for di socioeconomic development of di country.",2447,22,,
BEN_14_BronzeFM-News_MG.txt,train,Implicit,,,,,,to provide background information,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,"The National President of the Nigerian Union of Women Journalists (NAWOJ), Comrade Ifeyinwa Omowole, called on women to be at the forefront in the socioeconomic development of the country.",1132..1320,BEN_14_BronzeFM-News_MG__11,,,,Comrade Omowole said this during the programme called Newsmaker on Bronze FM in Benin.,1323..1409,BEN_14_BronzeFM-News_MG__12,,,,,,,,,,,,,Null,1132,,,"The National President of the Nigerian Union of Women Journalists (NAWOJ), Comrade Ifeyinwa Omowole, called on women to be at the forefront in the socioeconomic development of the country.",Comrade Omowole said this during the programme called Newsmaker on Bronze FM in Benin.,"National President Nigerian Union of Women Journalists, NAWOJ, Comrade Ifeyinwa Omowole, e don call on women to dey di forefront for di socioeconomic development of di country.",Comrade Omowole talk dis one for di programme wey dem dey call Newsmaker for Bronze FM for Benin.,,1132..1320,1323..1409,1148..1324,1327..1424,,,,,,,,,1132,1323,"National President Nigerian Union of Women Journalists, NAWOJ, Comrade Ifeyinwa Omowole, e don call on women to dey di forefront for di socioeconomic development of di country. Comrade Omowole talk dis one for di programme wey dem dey call Newsmaker for Bronze FM for Benin.",2448,22,,
BEN_14_BronzeFM-News_MG.txt,train,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,Comrade Omowole said this during the programme called Newsmaker on Bronze FM in Benin.,1323..1409,BEN_14_BronzeFM-News_MG__12,,,,"On this matter, she said that no nation will develop without women getting involved in the country.",1412..1511,BEN_14_BronzeFM-News_MG__13,,,,,,,,,,,,,Null,1323,,,Comrade Omowole said this during the programme called Newsmaker on Bronze FM in Benin.,"On this matter, she said that no nation will develop without women getting involved in the country.",Comrade Omowole talk dis one for di programme wey dem dey call Newsmaker for Bronze FM for Benin.,"On top dis matter, she con talk sey no nation go develop without women no dey involve for di country.",,1323..1409,1412..1511,1327..1424,1427..1528,,,,,,,,,1323,1412,"Comrade Omowole talk dis one for di programme wey dem dey call Newsmaker for Bronze FM for Benin. On top dis matter, she con talk sey no nation go develop without women no dey involve for di country.",2449,22,,
BEN_14_BronzeFM-News_MG.txt,train,EntRel,,,,,,0,0,,,,,,"On this matter, she said that no nation will develop without women getting involved in the country.",1412..1511,BEN_14_BronzeFM-News_MG__13,,,,"A seventy four year old man, Mr Habibu Ogiator, who was kidnapped when he was going to his farm in Etsako East Local Government Area, has been released.",1514..1666,BEN_14_BronzeFM-News_MG__14,,,,,,,,,,,,,Null,1412,,,"On this matter, she said that no nation will develop without women getting involved in the country.","A seventy four year old man, Mr Habibu Ogiator, who was kidnapped when he was going to his farm in Etsako East Local Government Area, has been released.","On top dis matter, she con talk sey no nation go develop without women no dey involve for di country.","One seventy four year old man, Oga Habibu Ogiator wey dem be gbab hide di time e dey go farm for Etsako East Local Government Area, dem don release am.",,1412..1511,1514..1666,1427..1528,1531..1682,,,,,,,,,1412,1514,"On top dis matter, she con talk sey no nation go develop without women no dey involve for di country. One seventy four year old man, Oga Habibu Ogiator wey dem be gbab hide di time e dey go farm for Etsako East Local Government Area, dem don release am.",2451,22,,
BEN_14_BronzeFM-News_MG.txt,train,Implicit,,,,,,to provide background information,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,"A seventy four year old man, Mr Habibu Ogiator, who was kidnapped when he was going to his farm in Etsako East Local Government Area, has been released.",1514..1666,BEN_14_BronzeFM-News_MG__14,,,,"According to Mr Ogiator, he said (at the time he was telling this story), he then said that he had been in the custody of these people who kidnapped him for two days before they released him at last.",1669..1868,BEN_14_BronzeFM-News_MG__15,,,,,,,,,,,,,Null,1514,,,"A seventy four year old man, Mr Habibu Ogiator, who was kidnapped when he was going to his farm in Etsako East Local Government Area, has been released.","According to Mr Ogiator, he said (at the time he was telling this story), he then said that he had been in the custody of these people who kidnapped him for two days before they released him at last.","One seventy four year old man, Oga Habibu Ogiator wey dem be gbab hide di time e dey go farm for Etsako East Local Government Area, dem don release am.","According to Oga Ogiator, e say (di time e dey talk dis story), e con talk sey e be dey di hand of dis people wey kpaki am hide for two days before dem con free am last, last.",,1514..1666,1669..1868,1531..1682,1685..1860,,,,,,,,,1514,1669,"One seventy four year old man, Oga Habibu Ogiator wey dem be gbab hide di time e dey go farm for Etsako East Local Government Area, dem don release am. According to Oga Ogiator, e say (di time e dey talk dis story), e con talk sey e be dey di hand of dis people wey kpaki am hide for two days before dem con free am last, last.",2452,22,,
BEN_14_BronzeFM-News_MG.txt,train,EntRel,,,,,,0,0,,,,,,And he then used the opportunity to beg the police and other security personnel to improve the security in the area.,1985..2101,BEN_14_BronzeFM-News_MG__17,,,,"My countrymen, this is where the one o'clock news will end, coming to you from Bronze FM, one O one point five in Benin City.",2104..2229,BEN_14_BronzeFM-News_MG__18,,,,,,,,,,,,,Null,1985,,,And he then used the opportunity to beg the police and other security personnel to improve the security in the area.,"My countrymen, this is where the one o'clock news will end, coming to you from Bronze FM, one O one point five in Benin City.","And e con use di opportunity take beg police people dem, and oder security people sey make dem abeg improve for security matter for di area.","My country people, na here tori for one o'clock reach, and e reach una from Bronze FM, one o one dot five for Benin City.",,1985..2101,2104..2229,1987..2127,2130..2251,,,,,,,,,1985,2104,"And e con use di opportunity take beg police people dem, and oder security people sey make dem abeg improve for security matter for di area. My country people, na here tori for one o'clock reach, and e reach una from Bronze FM, one o one dot five for Benin City.",2458,22,,
BEN_14_BronzeFM-News_MG.txt,train,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,"My countrymen, this is where the one o'clock news will end, coming to you from Bronze FM, one O one point five in Benin City.",2104..2229,BEN_14_BronzeFM-News_MG__18,,,,My name is Allen Ujewa.,2232..2255,BEN_14_BronzeFM-News_MG__19,,,,,,,,,,,,,Null,2104,,,"My countrymen, this is where the one o'clock news will end, coming to you from Bronze FM, one O one point five in Benin City.",My name is Allen Ujewa.,"My country people, na here tori for one o'clock reach, and e reach una from Bronze FM, one o one dot five for Benin City.",My name na Allen Ujewa.,,2104..2229,2232..2255,2130..2251,2254..2277,,,,,,,,,2104,2232,"My country people, na here tori for one o'clock reach, and e reach una from Bronze FM, one o one dot five for Benin City. My name na Allen Ujewa.",2459,22,,
BEN_14_BronzeFM-News_MG.txt,train,EntRel,,,,,,0,0,,,,,,My name is Allen Ujewa.,2232..2255,BEN_14_BronzeFM-News_MG__19,,,,Good afternoon.,2258..2273,BEN_14_BronzeFM-News_MG__20,,,,,,,,,,,,,Null,2232,,,My name is Allen Ujewa.,Good afternoon.,My name na Allen Ujewa.,Una good afternoon!,,2232..2255,2258..2273,2254..2277,2280..2299,,,,,,,,,2232,2258,My name na Allen Ujewa. Una good afternoon!,2460,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,and,0,Narrative-response,,,,,Then she asked them if they'd eat it.,71..108,BEN_34_Tale_MG__3,,,,They said no.,111..124,BEN_34_Tale_MG__4,,,,,,,,,,,,,Null,71,,,Then she asked them if they'd eat it.,They said no.,She con ask whether dem go eat.,De say no.,,71..108,111..124,63..94,97..107,,,,,,,,,71,111,She con ask whether dem go eat. De say no.,2463,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,Then she left and went to the market.,127..164,BEN_34_Tale_MG__5,,,,"As she came back, the last born had already gone and eaten everything.",167..237,BEN_34_Tale_MG__6,,,,,,,,,,,,,Null,127,,,Then she left and went to the market.,"As she came back, the last born had already gone and eaten everything.","Con comot, con go market.","As e come back, di last born don already go dere, don go eat everyting.",,127..164,167..237,110..135,138..209,,,,,,,,,127,167,"Con comot, con go market. As e come back, di last born don already go dere, don go eat everyting.",2466,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,Then he put plenty of sand and water.,240..277,BEN_34_Tale_MG__7,,,,"The woman came back and asked them, ""who ate the food?""",280..335,BEN_34_Tale_MG__8,,,,,,,,,,,,,Null,240,,,Then he put plenty of sand and water.,"The woman came back and asked them, ""who ate the food?""","Con put sandsand, con put water.","Di woman con come back, con ask dem who eat di food?",,240..277,280..335,212..244,247..299,,,,,,,,,240,280,"Con put sandsand, con put water. Di woman con come back, con ask dem who eat di food?",2469,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,"Then she said, ""let's go swim in the river.""",495..539,BEN_34_Tale_MG__11,,,,"When they got there, the first one sang, ""if I'm the one who ate this food, if I'm the one who ate this food, Kpangolo must swallow me, the fish must swallow me.""",542..704,BEN_34_Tale_MG__12,,,,,,,,,,,,,Null,495,,,"Then she said, ""let's go swim in the river.""","When they got there, the first one sang, ""if I'm the one who ate this food, if I'm the one who ate this food, Kpangolo must swallow me, the fish must swallow me.""","Con den say am meh de go river, go swim.","When de con reach there, di first one con sing if na me eat dis food, if na me eat dis food, Kpangolo must to swallow me, fish must to swallow me.",,495..539,542..704,417..457,460..606,,,,,,,,,495,542,"Con den say am meh de go river, go swim. When de con reach there, di first one con sing if na me eat dis food, if na me eat dis food, Kpangolo must to swallow me, fish must to swallow me.",2475,22,,
BEN_34_Tale_MG.txt,train,EntRel,,,,,,0,0,,,,,,"When they got there, the first one sang, ""if I'm the one who ate this food, if I'm the one who ate this food, Kpangolo must swallow me, the fish must swallow me.""",542..704,BEN_34_Tale_MG__12,,,,Ehen.,707..712,BEN_34_Tale_MG__13,,,,,,,,,,,,,Null,542,,,"When they got there, the first one sang, ""if I'm the one who ate this food, if I'm the one who ate this food, Kpangolo must swallow me, the fish must swallow me.""",Ehen.,"When de con reach there, di first one con sing if na me eat dis food, if na me eat dis food, Kpangolo must to swallow me, fish must to swallow me.",Ehen.,,542..704,707..712,460..606,609..614,,,,,,,,,542,707,"When de con reach there, di first one con sing if na me eat dis food, if na me eat dis food, Kpangolo must to swallow me, fish must to swallow me. Ehen.",2477,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,"Then he crossed, nothing swallowed him.",715..754,BEN_34_Tale_MG__14,,,,The second one.,757..772,BEN_34_Tale_MG__15,,,,,,,,,,,,,Null,715,,,"Then he crossed, nothing swallowed him.",The second one.,"Naim con cross, noting swallow.",Di second one.,,715..754,757..772,617..648,651..665,,,,,,,,,715,757,"Naim con cross, noting swallow. Di second one.",2481,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,The second one.,757..772,BEN_34_Tale_MG__15,,,,"""If I'm the one who ate this food, if I'm the one who ate this food, Kpangolo must swallow me, the fish must swallow me.""",775..896,BEN_34_Tale_MG__16,,,,,,,,,,,,,Null,757,,,The second one.,"""If I'm the one who ate this food, if I'm the one who ate this food, Kpangolo must swallow me, the fish must swallow me.""",Di second one.,"If na me eat dis food, if na me eat dis food, Kpangolo must to swallow me, fish must to swallow me.",,757..772,775..896,651..665,668..767,,,,,,,,,757,775,"Di second one. If na me eat dis food, if na me eat dis food, Kpangolo must to swallow me, fish must to swallow me.",2482,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,"""If I'm the one who ate this food, if I'm the one who ate this food, Kpangolo must swallow me, the fish must swallow me.""",775..896,BEN_34_Tale_MG__16,,,,"Ehn, nothing.",899..912,BEN_34_Tale_MG__17,,,,,,,,,,,,,Null,775,,,"""If I'm the one who ate this food, if I'm the one who ate this food, Kpangolo must swallow me, the fish must swallow me.""","Ehn, nothing.","If na me eat dis food, if na me eat dis food, Kpangolo must to swallow me, fish must to swallow me.",Ehn nothing.,,775..896,899..912,668..767,770..782,,,,,,,,,775,899,"If na me eat dis food, if na me eat dis food, Kpangolo must to swallow me, fish must to swallow me. Ehn nothing.",2483,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,Then it was the last one's turn.,915..947,BEN_34_Tale_MG__18,,,,"He sang, ""if I'm the one, who ate this...""",950..992,BEN_34_Tale_MG__19,,,,,,,,,,,,,Null,915,,,Then it was the last one's turn.,"He sang, ""if I'm the one, who ate this...""",E con reach di last one.,E con sing if na me eat dis...,,915..947,950..992,785..809,812..842,,,,,,,,,915,950,E con reach di last one. E con sing if na me eat dis...,2487,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,then,0,Narrative-response,,,,,"He sang, ""if I'm the one, who ate this...""",950..992,BEN_34_Tale_MG__19,,,,"""Speak up!""",995..1006,BEN_34_Tale_MG__20,,,,,,,,,,,,,Null,950,,,"He sang, ""if I'm the one, who ate this...""","""Speak up!""",E con sing if na me eat dis...,Talk loud!,,950..992,995..1006,812..842,845..855,,,,,,,,,950,995,E con sing if na me eat dis... Talk loud!,2488,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,then,0,Narrative-response,,,,,"""Speak up!""",995..1006,BEN_34_Tale_MG__20,,,,"""If I'm the one who ate this food, if I'm...""",1009..1054,BEN_34_Tale_MG__21,,,,,,,,,,,,,Null,995,,,"""Speak up!""","""If I'm the one who ate this food, if I'm...""",Talk loud!,"If na me eat dis food, if na...",,995..1006,1009..1054,845..855,858..889,,,,,,,,,995,1009,"Talk loud! If na me eat dis food, if na...",2490,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,then,0,Narrative-response,,,,,"""If I'm the one who ate this food, if I'm...""",1009..1054,BEN_34_Tale_MG__21,,,,"""Speak up, let them hear you!""",1057..1087,BEN_34_Tale_MG__22,,,,,,,,,,,,,Null,1009,,,"""If I'm the one who ate this food, if I'm...""","""Speak up, let them hear you!""","If na me eat dis food, if na...","Talk loud, make de hear you!",,1009..1054,1057..1087,858..889,892..920,,,,,,,,,1009,1057,"If na me eat dis food, if na... Talk loud, make de hear you!",2491,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,then,0,Narrative-response,,,,,"""Speak up, let them hear you!""",1057..1087,BEN_34_Tale_MG__22,,,,"""If I'm the one who ate this soup, Kpangolo must swallow me, the fish...""",1090..1163,BEN_34_Tale_MG__23,,,,,,,,,,,,,Null,1057,,,"""Speak up, let them hear you!""","""If I'm the one who ate this soup, Kpangolo must swallow me, the fish...""","Talk loud, make de hear you!","If na me eat dis soup, Kpangolo must to swallow me, fish...",,1057..1087,1090..1163,892..920,923..982,,,,,,,,,1057,1090,"Talk loud, make de hear you! If na me eat dis soup, Kpangolo must to swallow me, fish...",2494,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,but,0,Comparison.Concession.Arg2-as-denier,,,,,"""If I'm the one who ate this soup, Kpangolo must swallow me, the fish...""",1090..1163,BEN_34_Tale_MG__23,,,,He didn’t even finish singing.,1166..1196,BEN_34_Tale_MG__24,,,,,,,,,,,,,Null,1090,,,"""If I'm the one who ate this soup, Kpangolo must swallow me, the fish...""",He didn’t even finish singing.,"If na me eat dis soup, Kpangolo must to swallow me, fish...",E never even sing am finish.,,1090..1163,1166..1196,923..982,985..1013,,,,,,,,,1090,1166,"If na me eat dis soup, Kpangolo must to swallow me, fish... E never even sing am finish.",2495,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,because,0,Contingency.Cause.Reason,,,,,He didn’t even finish singing.,1166..1196,BEN_34_Tale_MG__24,,,,A fish just swallowed him like that.,1199..1235,BEN_34_Tale_MG__25,,,,,,,,,,,,,Null,1166,,,He didn’t even finish singing.,A fish just swallowed him like that.,E never even sing am finish.,Na so fish just swallow am.,,1166..1196,1199..1235,985..1013,1016..1043,,,,,,,,,1166,1199,E never even sing am finish. Na so fish just swallow am.,2497,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,in sum,0,Expansion.Level-of-detail.Arg1-as-detail,,,,,A fish just swallowed him like that.,1199..1235,BEN_34_Tale_MG__25,,,,"This woman, she had three children.",1238..1273,BEN_34_Tale_MG__26,,,,,,,,,,,,,Null,1199,,,A fish just swallowed him like that.,"This woman, she had three children.",Na so fish just swallow am.,"Dis woman, e get three children.",,1199..1235,1238..1273,1016..1043,1046..1078,,,,,,,,,1199,1238,"Na so fish just swallow am. Dis woman, e get three children.",2498,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,and,0,Narrative-response,,,,,Then she asked them if they'd eat it.,1303..1340,BEN_34_Tale_MG__28,,,,They said no.,1343..1356,BEN_34_Tale_MG__29,,,,,,,,,,,,,Null,1303,,,Then she asked them if they'd eat it.,They said no.,E con ask dem sey eida dem go eat.,De say no sey dem no eat.,,1303..1340,1343..1356,1107..1141,1144..1169,,,,,,,,,1303,1343,E con ask dem sey eida dem go eat. De say no sey dem no eat.,2501,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,but,0,Comparison.Concession.Arg2-as-denier,,,,,"So she said ""I want to go to the market"" and then she went to the market.",1359..1432,BEN_34_Tale_MG__30,,,,"Before she came back, the last born had already gone into the kitchen and eaten the food.",1435..1524,BEN_34_Tale_MG__31,,,,,,,,,,,,,Null,1359,,,"So she said ""I want to go to the market"" and then she went to the market.","Before she came back, the last born had already gone into the kitchen and eaten the food.","So as she con talk sey I wan go market, she con go market.","Before e come back, di last born don already enter kitchen, don go eat di food.",,1359..1432,1435..1524,1172..1230,1233..1312,,,,,,,,,1359,1435,"So as she con talk sey I wan go market, she con go market. Before e come back, di last born don already enter kitchen, don go eat di food.",2505,22,,
BEN_34_Tale_MG.txt,train,EntRel,,,,,,0,0,,,,,,"Then the first child sang ""if I'm the one who ate this food, if I'm the one who ate this food, Kpangolo must swallow me, the fish must swallow me.""",1723..1870,BEN_34_Tale_MG__36,,,,Ehen!,1873..1878,BEN_34_Tale_MG__37,,,,,,,,,,,,,Null,1723,,,"Then the first child sang ""if I'm the one who ate this food, if I'm the one who ate this food, Kpangolo must swallow me, the fish must swallow me.""",Ehen!,"Di first born con sing if na me eat dis food, if na me eat dis food, Kpangolo must to swallow me, fish must to swallow me.",Ehen!,,1723..1870,1873..1878,1466..1588,1591..1596,,,,,,,,,1723,1873,"Di first born con sing if na me eat dis food, if na me eat dis food, Kpangolo must to swallow me, fish must to swallow me. Ehen!",2513,22,,
BEN_34_Tale_MG.txt,train,EntRel,,,,,,0,0,,,,,,Ehen!,1873..1878,BEN_34_Tale_MG__37,,,,"Ehen, he crossed the river.",1881..1908,BEN_34_Tale_MG__38,,,,,,,,,,,,,Null,1873,,,Ehen!,"Ehen, he crossed the river.",Ehen!,Ehen e con cross di river.,,1873..1878,1881..1908,1591..1596,1599..1625,,,,,,,,,1873,1881,Ehen! Ehen e con cross di river.,2516,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,"Ehen, he crossed the river.",1881..1908,BEN_34_Tale_MG__38,,,,Nothing swallowed him.,1911..1933,BEN_34_Tale_MG__39,,,,,,,,,,,,,Null,1881,,,"Ehen, he crossed the river.",Nothing swallowed him.,Ehen e con cross di river.,Noting swallow am.,,1881..1908,1911..1933,1599..1625,1628..1646,,,,,,,,,1881,1911,Ehen e con cross di river. Noting swallow am.,2517,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,Nothing swallowed him.,1911..1933,BEN_34_Tale_MG__39,,,,The second child.,1936..1953,BEN_34_Tale_MG__40,,,,,,,,,,,,,Null,1911,,,Nothing swallowed him.,The second child.,Noting swallow am.,Second born,,1911..1933,1936..1953,1628..1646,1649..1660,,,,,,,,,1911,1936,Noting swallow am. Second born,2518,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,The second child.,1936..1953,BEN_34_Tale_MG__40,,,,"""If I'm the one who ate this food, if I'm the one who ate this food, Kpangolo must swallow me, the fish must swallow me.""",1956..2077,BEN_34_Tale_MG__41,,,,,,,,,,,,,Null,1936,,,The second child.,"""If I'm the one who ate this food, if I'm the one who ate this food, Kpangolo must swallow me, the fish must swallow me.""",Second born,"If na me eat dis food, if na me eat dis food, Kpangolo must to swallow me, fish must to swallow me.",,1936..1953,1956..2077,1649..1660,1663..1762,,,,,,,,,1936,1956,"Second born If na me eat dis food, if na me eat dis food, Kpangolo must to swallow me, fish must to swallow me.",2519,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,then,0,Temporal.Asynchronous.Precedence,,,,,"""If I'm the one who ate this food, if I'm the one who ate this food, Kpangolo must swallow me, the fish must swallow me.""",1956..2077,BEN_34_Tale_MG__41,,,,He crossed like that.,2080..2101,BEN_34_Tale_MG__42,,,,,,,,,,,,,Null,1956,,,"""If I'm the one who ate this food, if I'm the one who ate this food, Kpangolo must swallow me, the fish must swallow me.""",He crossed like that.,"If na me eat dis food, if na me eat dis food, Kpangolo must to swallow me, fish must to swallow me.",Naim e con cross.,,1956..2077,2080..2101,1663..1762,1765..1782,,,,,,,,,1956,2080,"If na me eat dis food, if na me eat dis food, Kpangolo must to swallow me, fish must to swallow me. Naim e con cross.",2520,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,He crossed like that.,2080..2101,BEN_34_Tale_MG__42,,,,Nothing.,2104..2112,BEN_34_Tale_MG__43,,,,,,,,,,,,,Null,2080,,,He crossed like that.,Nothing.,Naim e con cross.,Noting.,,2080..2101,2104..2112,1765..1782,1785..1792,,,,,,,,,2080,2104,Naim e con cross. Noting.,2523,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,"Then, it was the last one's turn.",2115..2148,BEN_34_Tale_MG__44,,,,"""If I'm the one who ate this food, if I'm the one who ate this food, Kpangolo...""",2151..2232,BEN_34_Tale_MG__45,,,,,,,,,,,,,Null,2115,,,"Then, it was the last one's turn.","""If I'm the one who ate this food, if I'm the one who ate this food, Kpangolo...""",E con reach di last born.,"If na me eat dis food, if na me eat dis food, Kpangolo...",,2115..2148,2151..2232,1795..1820,1823..1880,,,,,,,,,2115,2151,"E con reach di last born. If na me eat dis food, if na me eat dis food, Kpangolo...",2525,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,then,0,Narrative-response,,,,,"""If I'm the one who ate this food, if I'm the one who ate this food, Kpangolo...""",2151..2232,BEN_34_Tale_MG__45,,,,"""Speak up, we can't hear you.""",2235..2265,BEN_34_Tale_MG__46,,,,,,,,,,,,,Null,2151,,,"""If I'm the one who ate this food, if I'm the one who ate this food, Kpangolo...""","""Speak up, we can't hear you.""","If na me eat dis food, if na me eat dis food, Kpangolo...","Talk loud, we no dey hear you.",,2151..2232,2235..2265,1823..1880,1883..1913,,,,,,,,,2151,2235,"If na me eat dis food, if na me eat dis food, Kpangolo... Talk loud, we no dey hear you.",2526,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,then,0,Narrative-response,,,,,"""Speak up, we can't hear you.""",2235..2265,BEN_34_Tale_MG__46,,,,"""If I'm the one who ate this food, if...""",2268..2309,BEN_34_Tale_MG__47,,,,,,,,,,,,,Null,2235,,,"""Speak up, we can't hear you.""","""If I'm the one who ate this food, if...""","Talk loud, we no dey hear you.","If na me eat dis food, if...",,2235..2265,2268..2309,1883..1913,1916..1944,,,,,,,,,2235,2268,"Talk loud, we no dey hear you. If na me eat dis food, if...",2529,22,,
BEN_34_Tale_MG.txt,train,Implicit,,,,,,then,0,Narrative-response,,,,,"""If I'm the one who ate this food, if...""",2268..2309,BEN_34_Tale_MG__47,,,,"""Speak up!""",2312..2323,BEN_34_Tale_MG__48,,,,,,,,,,,,,Null,2268,,,"""If I'm the one who ate this food, if...""","""Speak up!""","If na me eat dis food, if...",Talk loud!,,2268..2309,2312..2323,1916..1944,1947..1957,,,,,,,,,2268,2312,"If na me eat dis food, if... Talk loud!",2530,22,,
